NAME,COMP,MASS,R,RUPPER,RLOWER,UR,PER,ECC,DEC,RA,DIST,PLANETDISCMETH,STAR,MSTAR,RSTAR,TEFF,DATE,MULT
,,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,day,,deg,hr,pc,,,msun,rsun,k,,
Kepler-281 c,c,0.0938647,0.473726,0.183781,0.183781,0.183781,36.337373,,44.7707,19.60721111,,Transit,Kepler-281,,0.899,5723,2014,1
Kepler-236 b,b,0.0117295,0.140066,0.0107057,0.0107057,0.0107057,8.295611,,39.89808056,18.92443056,,Transit,Kepler-236,,0.51,3750,2014,1
HD 202206 b,b,16.8244,,,,,255.87,0.435,-20.78891944,21.24938611,45.3309,RV,HD 202206,1.074,0.985786,5787.84,2002,1
Kepler-55 f,f,0.011856,0.14185,0.0089214,0.0089214,0.0089214,10.198545,,44.02646111,19.01121944,,Transit,Kepler-55,,0.619,4503,2014,1
Kepler-314 c,c,0.025195,0.258721,0.038362,0.038362,0.038362,5.960392,,42.07558056,19.64493889,,Transit,Kepler-314,,0.95,5378,2014,1
Kepler-187 c,c,0.0218083,0.238201,0.0463913,0.0463913,0.0463913,10.640263,,44.08931111,19.98643056,,Transit,Kepler-187,,1.287,6105,2014,1
Kepler-257 c,c,0.0975428,0.482648,0.242662,0.242662,0.242662,6.581484,,46.02326111,19.82106944,,Transit,Kepler-257,,1.037,5180,2014,1
Kepler-424 c,c,7.03702,,,,,223.3,0.319,48.57744444,19.90832611,,Transit,Kepler-424,1.01,0.94,5460,2014,1
HD 108874 c,c,1.02837,,,,,1680.3835,0.273039,22.88004444,12.50744444,62.6174,RV,HD 108874,0.95,1.12115,5550.95,2005,1
GJ 832 c,c,0.016749,,,,,35.68,0.18,-49.00701667,21.55945,4.95,RV,GJ 832,0.45,,3472,2014,1
Kepler-289 b,b,0.0188614,0.21679,0.0410385,0.0410385,0.0410385,34.543901,,42.88283889,19.83101944,,Transit,Kepler-289,,1.162,5930,2014,1
Kepler-346 c,c,0.0281036,0.273887,0.130252,0.130252,0.130252,23.851549,,46.11761111,19.20078889,,Transit,Kepler-346,,1.021,6033,2014,1
Kepler-953 b,b,0.0583181,0.376,0.00024,0.06176,0.031,88.40655258,0,44.62452778,19.26477778,240,Transit,Kepler-953,0.95,0.99,5416,2016,1
HD 200964 c,c,0.945722,,,,,825,0.181,3.802997222,21.11105278,72.2022,RV,HD 200964,1.57,3.80029,5082,2011,1
HD 10180 h,h,0.206033,,,,,2248,0.151,-60.51154167,1.631552778,39.0168,RV,HD 10180,1.06,1.10851,5911,2011,1
Kepler-402 e,e,0.0107805,0.130252,0.0258721,0.0258721,0.0258721,11.242861,,43.35461111,19.22468056,,Transit,Kepler-402,,1.264,6090,2014,1
HD 7924 b,b,0.0273647,,,,,5.39792,0.058,76.71036667,1.366444445,16.8095,RV,HD 7924,0.832,0.7821,5177,2009,1
WASP-47 b,b,1.12341,1.15,0.04,0.02,0.03,4.1591409,0,-12.01886111,22.08020306,200,Transit,WASP-47,1.02,1.15,5576,2012,1
Kepler-194 d,d,0.0185304,0.214114,0.11241,0.11241,0.11241,52.814973,,47.86416944,19.46476111,,Transit,Kepler-194,,1.025,6089,2014,1
Kepler-36 b,b,0.0140379,0.132454,0.00311971,0.00311971,0.00311971,13.83989,0,49.23186111,19.41667361,,Transit,Kepler-36,1.071,1.626,5911,2011,1
Kepler-161 b,b,0.0157841,0.189134,0.01249,0.01249,0.01249,4.921355,,43.08381944,19.36776944,,Transit,Kepler-161,,0.806,5078,2014,1
Kepler-253 c,c,0.0215411,0.236417,0.0990276,0.0990276,0.0990276,10.281951,,44.85808889,19.45613056,,Transit,Kepler-253,,0.786,5208,2014,1
Kepler-161 c,c,0.0151834,0.182889,0.0133821,0.0133821,0.0133821,7.06424,,43.08381944,19.36776944,,Transit,Kepler-161,,0.806,5078,2014,1
Kepler-758 d,d,0.0157709,0.189,0.00056,0.07044,0.0355,20.4966197,0,41.13544444,19.538975,1353,Transit,Kepler-758,1.16,1.42,6228,2016,1
Kepler-331 b,b,0.013404,0.16237,0.0169507,0.0169507,0.0169507,8.457496,,39.30736111,19.45561944,,Transit,Kepler-331,,0.492,4347,2014,1
Kepler-28 c,c,0.0348081,0.303057,,,,8.98597,0,42.42941667,19.47580194,,Transit,Kepler-28,0.75,0.7,4590,2011,1
Kepler-121 b,b,0.0178911,0.208761,0.113302,0.113302,0.113302,3.177422,,39.678,19.07746944,,Transit,Kepler-121,,0.701,5311,2014,1
upsilon And c,c,1.91855,,,,,241.33335,0.223848,41.40638611,1.613327778,13.4916,RV,upsilon And,1.31,1.383,6212.65,1999,1
Kepler-170 c,c,0.0245625,0.255152,0.0151664,0.0151664,0.0151664,16.665863,,41.6296,18.96808056,,Transit,Kepler-170,,1.035,5679,2014,1
Kepler-122 b,b,0.0178911,0.208761,0.0410385,0.0410385,0.0410385,5.766193,,39.94911111,19.40746111,,Transit,Kepler-122,,1.216,6050,2014,1
Kepler-148 b,b,0.0132614,0.160585,0.0776162,0.0776162,0.0776162,1.729366,,46.85878889,19.31908056,,Transit,Kepler-148,,0.851,5272,2014,1
Kepler-285 b,b,0.00809262,0.119547,0.0517441,0.0517441,0.0517441,2.633867,,48.06561111,19.42606111,,Transit,Kepler-285,,0.808,5411,2014,1
24 Sex b,b,1.83564,,,,,455.2,0.184,-0.902161111,10.39120278,77.4593,RV,24 Sex,1.81,3.92062,5069,2011,1
Kepler-333 b,b,0.00769114,0.117763,0.0142742,0.0142742,0.0142742,12.551158,,40.91358889,19.48573889,,Transit,Kepler-333,,0.534,4259,2014,1
Kepler-370 c,c,0.0140679,0.170399,0.0794005,0.0794005,0.0794005,19.02293,,40.91631111,19.47808056,,Transit,Kepler-370,,0.9,5852,2014,1
Kepler-111 c,c,0.159251,0.651262,0.0811848,0.0811848,0.0811848,224.784608,,44.68826944,19.44355,,Transit,Kepler-111,,1.157,5952,2014,1
Kepler-267 d,d,0.0171819,0.202516,0.0107057,0.0107057,0.0107057,28.464515,,47.15746111,19.98868889,,Transit,Kepler-267,,0.555,4258,2014,1
55 Cnc c,c,0.164558,,,,,44.38,0.07,28.33138889,8.876702778,12.3411,RV,55 Cnc,0.905,0.943,5196,2002,1
Kepler-101 b,b,0.115399,0.523686,0.130252,0.130252,0.130252,3.487691,,48.35522778,18.8837,,Transit,Kepler-101,,1.666,5570,2014,1
Kepler-362 b,b,0.0018494,0.0785083,0.0339013,0.0339013,0.0339013,10.327186,,47.5299,19.45143889,,Transit,Kepler-362,,0.722,5788,2014,1
Kepler-301 b,b,0.00829825,0.120439,0.0642341,0.0642341,0.0642341,2.508553,,49.23298889,18.9322,,Transit,Kepler-301,,0.9,5815,2014,1
Kepler-403 b,b,0.00638668,0.111518,0.0196271,0.0196271,0.0196271,7.031462,,46.74456111,19.3281,,Transit,Kepler-403,,1.329,6090,2014,1
Kepler-404 c,c,0.0127076,0.153448,0.0758319,0.0758319,0.0758319,14.751166,,45.34353056,19.09323889,,Transit,Kepler-404,,0.884,5654,2014,1
Kepler-207 d,d,0.032872,0.295298,0.0562048,0.0562048,0.0562048,5.868075,,42.16605,19.33536944,,Transit,Kepler-207,,1.588,5920,2014,1
Kepler-297 c,c,0.117213,0.58346,0.105273,0.105273,0.105273,74.920137,,48.77763889,18.88061111,,Transit,Kepler-297,,0.915,5619,2014,1
Kepler-436 c,c,0.0178026,0.208,0.00165,0.02735,0.0145,16.79713874,0,44.41205556,20.11471667,618,Transit,Kepler-436,0.73,0.7,4651,2016,1
Kepler-345 b,b,0.00100422,0.0660184,0.00535284,0.00535284,0.00535284,7.415563,,45.97101944,19.68191944,,Transit,Kepler-345,,0.623,4504,2014,1
61 Vir d,d,0.0715929,,,,,123.01,0.35,-18.30861111,13.30693611,8.55505,RV,61 Vir,0.942,0.978547,5571,2010,1
Kepler-141 c,c,0.00960182,0.125792,0.00802926,0.00802926,0.00802926,7.010606,,47.73168056,19.86473056,,Transit,Kepler-141,,0.787,4910,2014,1
Kepler-220 d,d,0.00271267,0.0874297,0.00535284,0.00535284,0.00535284,28.122397,,46.89573889,19.43373889,,Transit,Kepler-220,,0.666,4632,2014,1
Kepler-432 c,c,2.36402,,,,,406.2,0.498,48.28583333,19.55214694,870,RV,Kepler-432,1.32,4.06,4995,2015,1
Kepler-141 b,b,0.000786457,0.0615577,0.0044607,0.0044607,0.0044607,3.107675,,47.73168056,19.86473056,,Transit,Kepler-141,,0.787,4910,2014,1
Kepler-1641 b,b,0.028747,0.277,0.00304,0.14996,0.0765,19.672266,0,41.57452778,19.75729722,961,Transit,Kepler-1641,1.12,1.19,6152,2016,1
Kepler-524 c,c,0.00255759,0.086,0.00021,0.01279,0.0065,1.88897906,0,49.16205556,19.79061389,730,Transit,Kepler-524,1.09,1.1,6014,2016,1
Kepler-256 e,e,0.0179955,0.209653,0.0517441,0.0517441,0.0517441,10.681572,,46.09738889,19.50536111,,Transit,Kepler-256,,1.301,5551,2014,1
Kepler-189 b,b,0.0057099,0.107949,0.0544206,0.0544206,0.0544206,10.399931,,44.305,19.17098056,,Transit,Kepler-189,,0.75,5235,2014,1
Kepler-101 c,c,0.00789025,0.118655,0.0303328,0.0303328,0.0303328,6.029809,,48.35523056,18.8837,,Transit,Kepler-101,,1.666,5570,2014,1
Kepler-653 c,c,0.00123338,0.07,0.00029,0.02271,0.0115,0.90037648,0,46.71780556,18.81419444,593,Transit,Kepler-653,1.02,1.19,5665,2016,1
Kepler-750 c,c,0.0120821,0.145,0.00045,0.07755,0.039,4.08899022,0,44.00438889,19.273125,1181,Transit,Kepler-750,1.15,1.23,6160,2016,1
Kepler-520 c,c,0.00364938,0.095,0.00032,0.00968,0.005,5.21104261,0,41.61775,19.54535556,492,Transit,Kepler-520,1.1,1.09,6112,2016,1
Kepler-81 c,c,0.0181548,0.211,0.033,0.033,0.033,12.04,,42.82497222,19.57579722,,Transit,Kepler-81,0.64,0.59,4500,2012,1
Kepler-156 c,c,0.0202659,0.227496,0.0169507,0.0169507,0.0169507,15.906801,,37.74948889,19.3531,,Transit,Kepler-156,,0.807,5094,2014,1
Kepler-127 d,d,0.0214091,0.235525,0.01249,0.01249,0.01249,48.630408,,46.02796111,19.01266944,,Transit,Kepler-127,,1.359,6106,2014,1
Kepler-1311 b,b,0.00628541,0.111,0.00032,0.04468,0.0225,11.1726994,0,43.82441667,19.31008333,705,Transit,Kepler-1311,1.05,1.4,5748,2016,1
HD 10180 g,g,0.0673813,,,,,602,0,-60.51154167,1.631552778,39.0168,RV,HD 10180,1.06,1.10851,5911,2011,1
Kepler-275 c,c,0.0344212,0.301543,0.057097,0.057097,0.057097,16.088134,,38.51491944,19.49865,,Transit,Kepler-275,,1.383,6165,2014,1
Kepler-201 c,c,0.0244074,0.25426,0.0535284,0.0535284,0.0535284,151.884058,,41.27281944,19.57506944,,Transit,Kepler-201,,1.229,6065,2014,1
Kepler-208 c,c,0.00915403,0.124008,0.0231956,0.0231956,0.0231956,7.466623,,42.52796944,19.59268056,,Transit,Kepler-208,,1.314,6092,2014,1
Kepler-722 c,c,0.0240196,0.252,0.00057,0.07843,0.0395,105.144749,0,44.55644444,19.35088611,1375,Transit,Kepler-722,1.03,1.05,5863,2016,1
Kepler-274 b,b,0.0115417,0.13739,0.0749398,0.0749398,0.0749398,11.634788,,38.47728056,19.52818056,,Transit,Kepler-274,,1.007,6023,2014,1
Kepler-769 c,c,0.0132151,0.16,0.00074,0.09126,0.046,15.9870174,0,38.35822222,19.51420556,1362,Transit,Kepler-769,1.19,1.28,6186,2016,1
Kepler-326 c,c,0.00937625,0.1249,0.0089214,0.0089214,0.0089214,4.580358,,46.00225,19.6217,,Transit,Kepler-326,,0.801,5105,2014,1
Kepler-249 c,c,0.0120453,0.134713,0.00802926,0.00802926,0.00802926,7.113702,,43.65851944,19.799,,Transit,Kepler-249,,0.482,3568,2014,1
Kepler-79 c,c,0.0186,0.339,0.0073,0.0073,0.0073,27.402,0.03,44.3815,20.03447611,,Timing,Kepler-79,1.1,1.1,6187,2013,1
Kepler-251 c,c,0.0232079,0.247123,0.0437149,0.0437149,0.0437149,16.514043,,44.10586111,19.77108056,,Transit,Kepler-251,,0.89,5526,2014,1
Kepler-302 b,b,0.0537981,0.362209,0.0758319,0.0758319,0.0758319,30.184104,,43.62933889,19.62113056,,Transit,Kepler-302,,1.22,5740,2014,1
Kepler-317 b,b,0.0155228,0.186457,0.0856455,0.0856455,0.0856455,5.524242,,39.03206111,19.66293056,,Transit,Kepler-317,,0.941,5497,2014,1
Kepler-152 c,c,0.0184218,0.213222,0.0142742,0.0142742,0.0142742,88.255055,,41.98908056,19.12436944,,Transit,Kepler-152,,0.724,5088,2014,1
Kepler-343 b,b,0.0186399,0.215006,0.0454992,0.0454992,0.0454992,8.96855,,42.43301111,19.46405,,Transit,Kepler-343,,1.433,5807,2014,1
Kepler-59 b,b,0.00441201,0.100246,,,,11.8681707,,46.64011111,19.13596694,,Transit,Kepler-59,1.04,0.94,6074,2011,1
Kepler-192 b,b,0.0227766,0.244446,0.0401463,0.0401463,0.0401463,9.926746,,45.59286944,19.19453056,,Transit,Kepler-192,,1.007,5479,2014,1
Kepler-202 c,c,0.0136211,0.165046,0.0089214,0.0089214,0.0089214,16.282493,,41.32201111,18.86488889,,Transit,Kepler-202,,0.667,4668,2014,1
GJ 163 d,d,0.0926098,,,,,603.95116,0.373,-53.37511389,4.154069444,14.9948,RV,GJ 163,0.4,,,2013,1
Kepler-339 c,c,0.00478497,0.102596,0.0463913,0.0463913,0.0463913,6.988055,,48.44463889,19.55678056,,Transit,Kepler-339,,0.802,5631,2014,1
Kepler-1542 b,b,0.00111394,0.068,0.0003,0.0167,0.0085,3.95116882,0,42.65452778,19.04856667,336,Transit,Kepler-1542,0.94,0.99,5564,2016,1
Kepler-446 b,b,0.0115145,0.137,0.023,0.023,0.023,1.565409,0,44.92111111,18.81668083,120,Transit,Kepler-446,0.22,0.24,3359,2010,1
HD 10180 d,d,0.0376549,,,,,16.3567,0.143,-60.51154167,1.631552778,39.0168,RV,HD 10180,1.06,1.10851,5911,2011,1
HD 9446 c,c,1.81548,,,,,192.9,0.06,29.26528056,1.555572222,52.356,RV,HD 9446,1,0.919448,5793,2010,1
Kepler-445 b,b,0.0120099,0.144,0.021,0.021,0.021,2.984151,0,46.49833333,19.91573833,90,Transit,Kepler-445,0.18,0.21,3157,2010,1
HD 37124 b,b,0.674371,,,,,154.378,0.054,20.73180833,5.617372222,33.67,RV,HD 37124,0.85,0.772275,5500.24,2000,1
Kepler-89 b,b,0.0287348,0.1558,0.0146,0.0146,0.0146,3.743208,0.25,41.89111111,19.82220389,,Transit,Kepler-89,1.277,1.52,6182,2013,1
Kepler-265 b,b,0.0136944,0.165938,0.0401463,0.0401463,0.0401463,6.846262,,41.24481944,19.36736111,,Transit,Kepler-265,,1.103,5835,2014,1
Kepler-325 b,b,0.0253561,0.259613,0.128468,0.128468,0.128468,4.544439,,49.82563056,19.32236111,,Transit,Kepler-325,,1.003,5752,2014,1
Kepler-11 g,g,0.0332233,0.296741,0.00534669,0.00712891,0.0062378,118.3807,0,41.90911111,19.80767278,,Transit,Kepler-11,0.961,1.1,5663,2011,1
Kepler-256 b,b,0.011856,0.14185,0.0347935,0.0347935,0.0347935,1.620493,,46.09738889,19.50536111,,Transit,Kepler-256,,1.301,5551,2014,1
HD 1605 c,c,3.50295,,,,,2111,0.098,30.97466389,0.342072222,84.6,RV,HD 1605,1.31,3.8,4757,2015,1
Kepler-269 c,c,0.0125062,0.150772,0.0713712,0.0713712,0.0713712,8.127899,,41.77596944,19.34768056,,Transit,Kepler-269,,0.959,5847,2014,1
Kepler-250 b,b,0.00450004,0.100812,0.0606655,0.0606655,0.0606655,4.148141,,44.14195,19.30631944,,Transit,Kepler-250,,0.805,5160,2014,1
Kepler-169 e,e,0.0165098,0.196271,0.0258721,0.0258721,0.0258721,13.767102,,40.91931944,19.06666111,,Transit,Kepler-169,,0.763,4997,2014,1
HIP 14810 c,c,1.27518,,,,,147.76916,0.153155,21.09748889,3.187286111,53.4474,RV,HIP 14810,0.99,1.31998,5485,2007,1
Kepler-358 c,c,0.0244074,0.25426,0.127576,0.127576,0.127576,83.488369,,48.28136944,19.54868056,,Transit,Kepler-358,,0.954,5908,2014,1
Kepler-18 c,c,0.0544,0.489785,0.0231956,0.0231956,0.0231956,7.64159,0.000338541,44.74636111,19.87196306,,Transit,Kepler-18,0.972,1.108,5383,2011,1
Kepler-215 e,e,0.0129124,0.156125,0.0365777,0.0365777,0.0365777,68.16101,,45.21368889,19.6649,,Transit,Kepler-215,,1.027,5739,2014,1
Kepler-230 c,c,0.0151,0.181997,0.0927826,0.0927826,0.0927826,91.773242,,48.50586111,19.0479,,Transit,Kepler-230,,0.817,5588,2014,1
Kepler-388 b,b,0.00137963,0.0722634,0.0089214,0.0089214,0.0089214,3.173315,,44.60873056,18.98853889,,Transit,Kepler-388,,0.586,4498,2014,1
Kepler-107 e,e,0.0360464,0.307788,0.0223035,0.0223035,0.0223035,14.749049,,48.20861111,19.80188056,,Transit,Kepler-107,,1.411,5851,2014,1
Kepler-401 b,b,0.0126401,0.152556,0.0356856,0.0356856,0.0356856,14.383035,,50.86348056,19.33885,,Transit,Kepler-401,,1.333,6117,2014,1
Kepler-760 c,c,0.0112658,0.132,0.00058,0.01842,0.0095,2.46697439,0,44.17941667,19.17288056,782,Transit,Kepler-760,0.89,0.85,5322,2016,1
Kepler-291 c,c,0.0138423,0.167722,0.0731555,0.0731555,0.0731555,5.700786,,42.43730278,19.19441944,,Transit,Kepler-291,,1.016,6002,2014,1
Kepler-292 e,e,0.0218083,0.238201,0.0312249,0.0312249,0.0312249,11.97901,,42.42428056,19.71773889,,Transit,Kepler-292,,0.826,5299,2014,1
Kepler-1388 c,c,0.017125,0.202,0.00172,0.02028,0.011,5.53608151,0,47.17452778,18.88906944,492,Transit,Kepler-1388,0.63,0.61,4098,2016,1
Kepler-1129 b,b,0.0261661,0.264,0.00011,0.07389,0.037,24.3397804,0,41.30936111,19.4403,1258,Transit,Kepler-1129,1,1,5831,2016,1
HD 37605 c,c,3.36552,,,,,2720,0.013,6.061177778,5.667138889,43.9754,RV,HD 37605,1,0.916831,5448,2012,1
Kepler-81 b,b,0.0187628,0.216,0.034,0.034,0.034,5.955,,42.82497222,19.57579722,,Transit,Kepler-81,0.64,0.59,4500,2012,1
HD 183263 b,b,3.57445,,,,,626.516,0.35672,8.358133334,19.47349444,55.0964,RV,HD 183263,1.121,1.11717,5936.41,2005,1
Kepler-347 c,c,0.0129124,0.156125,0.0749398,0.0749398,0.0749398,27.320871,,49.30571944,19.27996944,,Transit,Kepler-347,,1.005,6088,2014,1
Kepler-32 c,c,0.0147699,0.1784,0.0178,0.0178,0.0178,8.7522,0,46.57425,19.85616028,303,Transit,Kepler-32,0.54,0.53,3793,2011,1
Kepler-23 b,b,0.0139795,0.169356,,,,7.10664,0,49.47922222,19.61459417,,Transit,Kepler-23,1.11,1.52,5760,2011,1
Kepler-289 d,d,0.012,0.244,0.015,0.015,0.015,66.0634,0.011,42.88277778,19.83102278,700,Transit,Kepler-289,1.08,1.5121,5590,2010,1
Kepler-194 c,c,0.0207641,0.231064,0.121331,0.121331,0.121331,17.308032,,47.86416944,19.46476111,,Transit,Kepler-194,,1.025,6089,2014,1
Kepler-419 c,c,7.3,,,,,675.47,0.184,51.18472222,19.69452778,,Transit Timing Variations,Kepler-419,1.39,1.75,6430,2010,1
Kepler-332 b,b,0.00508144,0.10438,0.00713712,0.00713712,0.00713712,7.626324,,47.4137,19.11086111,,Transit,Kepler-332,,0.72,4955,2014,1
Kepler-229 c,c,0.0802152,0.438933,0.155232,0.155232,0.155232,16.068638,,48.37578889,19.1333,,Transit,Kepler-229,,0.728,5120,2014,1
Kepler-937 c,c,0.021778,0.238,0.0008,0.1152,0.058,153.343364,0,46.71461111,19.61125278,1482,Transit,Kepler-937,1.15,1.22,6095,2016,1
Kepler-625 c,c,0.00351465,0.094,0.00035,0.00665,0.0035,4.1653651,0,39.63758333,19.47669722,502,Transit,Kepler-625,1.04,0.96,5789,2016,1
Kepler-953 c,c,0.0053608,0.106,0.00022,0.01778,0.009,9.10967112,0,44.62452778,19.26477778,240,Transit,Kepler-953,0.95,0.99,5416,2016,1
Kepler-337 c,c,0.0151834,0.182889,0.050852,0.050852,0.050852,9.693201,,47.16396111,19.33736944,,Transit,Kepler-337,,1.761,5684,2014,1
Kepler-213 b,b,0.0120479,0.144527,0.0276563,0.0276563,0.0276563,2.46236,,44.64718056,19.38828056,,Transit,Kepler-213,,1.195,5696,2014,1
Kepler-386 c,c,0.0117926,0.140958,0.0794005,0.0794005,0.0794005,25.193458,,48.69385,19.32393056,,Transit,Kepler-386,,0.767,5178,2014,1
47 UMa b,b,2.54589,,,,,1078,0.032,40.43012222,10.99117222,14.0627,RV,47 UMa,1.063,1.11869,5882.31,1996,1
Kepler-804 c,c,0.00468851,0.102,0.00136,0.02864,0.015,9.65185017,0,44.78513889,19.55815,648,Transit,Kepler-804,1.01,1.05,5817,2016,1
Kepler-304 b,b,0.0245625,0.255152,0.0187349,0.0187349,0.0187349,3.295709,,40.55758889,19.62945,,Transit,Kepler-304,,0.687,4731,2014,1
Kepler-149 d,d,0.0504114,0.353288,0.0606655,0.0606655,0.0606655,160.018032,,38.38411944,19.05691111,,Transit,Kepler-149,,0.953,5381,2014,1
HD 45364 c,c,0.658513,,,,,342.85,0.0974,-31.480925,6.427344444,32.6904,RV,HD 45364,0.82,1.02464,5434,2009,1
Kepler-55 d,d,0.011856,0.14185,0.00802926,0.00802926,0.00802926,2.211099,,44.02646111,19.01121944,,Transit,Kepler-55,,0.619,4503,2014,1
Kepler-327 b,b,0.00422638,0.0990276,0.0044607,0.0044607,0.0044607,2.549575,,44.08766944,19.50948889,,Transit,Kepler-327,,0.492,3799,2014,1
HD 11506 c,c,0.36,,,,,223.6,0.24,-19.50673611,1.8807,51.7,RV,HD 11506,1.24,1.33,6055,2015,1
Kepler-217 d,d,0.00774372,0.118,0.00014,0.05586,0.028,3.88689525,0,46.2775,19.53585,0,Transit,Kepler-217,0,1.8,6171,2016,1
HD 159243 c,c,1.9,,,,,248.4,0.075,5.700677778,17.55599444,69.2,RV,HD 159243,1.125,1.12,6123,2013,1
Kepler-87 c,c,0.0201366,0.549,0.008,0.008,0.008,191.2318,0.039,46.965,19.86111111,,Timing,Kepler-87,1.1,1.82,5600,2013,1
Kepler-195 c,c,0.011604,0.138282,0.050852,0.050852,0.050852,34.096863,,47.96666944,19.20806111,,Transit,Kepler-195,,0.775,5329,2014,1
Kepler-290 c,c,0.0222169,0.240878,0.124008,0.124008,0.124008,36.77031,,42.68155,19.094,,Transit,Kepler-290,,0.743,5147,2014,1
Kepler-334 d,d,0.00960182,0.125792,0.0231956,0.0231956,0.0231956,25.09849,,47.11518889,19.14271111,,Transit,Kepler-334,,1.068,5828,2014,1
Kepler-273 c,c,0.0146122,0.176644,0.102596,0.102596,0.102596,8.014927,,47.69776111,19.42015,,Transit,Kepler-273,,0.815,5626,2014,1
Kepler-625 b,b,0.0147338,0.178,0.00032,0.00868,0.0045,7.75192492,0,39.63758333,19.47669722,502,Transit,Kepler-625,1.04,0.96,5789,2016,1
eta Cet c,c,3.28703,,,,,744.5,0.025,-10.18192778,1.143127777,37.99,RV,eta Cet,1.7,14.3,4528,2014,1
Kepler-266 b,b,0.0194307,0.221251,0.107057,0.107057,0.107057,6.61833,,44.16691111,19.63228889,,Transit,Kepler-266,,1.028,5885,2014,1
Kepler-223 b,b,0.0125062,0.150772,0.0651262,0.0651262,0.0651262,7.384108,,47.27948889,19.88788889,,Transit,Kepler-223,,1.017,5829,2014,1
Kepler-137 c,c,0.0138423,0.167722,0.01249,0.01249,0.01249,18.735753,,43.0391,18.80903889,,Transit,Kepler-137,,0.802,5187,2014,1
Kepler-990 b,b,0.0208973,0.232,0.0002,0.0948,0.0475,9.91723428,0,46.88138889,19.86254722,933,Transit,Kepler-990,1.05,1.08,5948,2016,1
Kepler-116 c,c,0.0174811,0.205192,0.0392542,0.0392542,0.0392542,13.07163,,43.53683056,19.64946944,,Transit,Kepler-116,,1.454,6142,2014,1
Kepler-117 b,b,0.194248,0.696762,0.132037,0.132037,0.132037,18.795952,,48.04023056,19.25286944,,Transit,Kepler-117,,1.471,6169,2014,1
Kepler-381 c,c,0.00436179,0.0999197,0.0223035,0.0223035,0.0223035,13.391635,,43.83108056,19.01218889,,Transit,Kepler-381,,1.568,6152,2014,1
Kepler-354 d,d,0.00621274,0.110625,0.0356856,0.0356856,0.0356856,24.209842,,41.33563889,19.0501,,Transit,Kepler-354,,0.674,4648,2014,1
Kepler-332 c,c,0.00396389,0.0972433,0.00713712,0.00713712,0.00713712,15.995622,,47.4137,19.11086111,,Transit,Kepler-332,,0.72,4955,2014,1
Kepler-46 b,b,0.314805,0.808,0.042,0.043,0.0425,33.60134,0.01,42.60416667,19.28458306,855,Transit,Kepler-46,0.902,0.938,5155,2012,1
Kepler-920 b,b,0.0187628,0.216,0.00084,0.03316,0.017,6.53192704,0,49.15866667,18.95313056,926,Transit,Kepler-920,0.89,0.85,5403,2016,1
Kepler-1086 b,b,0.0190136,0.218,0.0048,0.0512,0.028,18.78425728,0,45.84297222,19.68341111,464,Transit,Kepler-1086,0.7,0.66,4350,2016,1
Kepler-367 b,b,0.00730238,0.115978,0.0142742,0.0142742,0.0142742,37.815724,,49.98163056,19.81948889,,Transit,Kepler-367,,0.695,4710,2014,1
Kepler-235 d,d,0.0151834,0.182889,0.0089214,0.0089214,0.0089214,20.060548,,39.27831944,19.07193889,,Transit,Kepler-235,,0.554,4255,2014,1
Kepler-282 c,c,0.00554835,0.107057,0.0258721,0.0258721,0.0258721,13.638723,,44.79768056,18.97848889,,Transit,Kepler-282,,0.904,5602,2014,1
Kepler-432 b,b,5.41,1.145,0.036,0.039,0.0375,52.501129,0.5134,48.28583333,19.55214694,870,Transit,Kepler-432,1.32,4.06,4995,2015,1
Kepler-324 c,c,0.0296032,0.281024,0.0294406,0.0294406,0.0294406,51.805612,,49.64901944,19.0981,,Transit,Kepler-324,,0.84,5194,2014,1
Kepler-394 c,c,0.0123078,0.148095,0.0767241,0.0767241,0.0767241,12.130686,,50.67231944,19.75346111,,Transit,Kepler-394,,1.132,6402,2014,1
Kepler-1370 c,c,0.00668223,0.113,0.00046,0.06554,0.033,7.44142113,0,41.77847222,18.97104444,878,Transit,Kepler-1370,1.19,1.29,6202,2016,1
Kepler-385 c,c,0.0275635,0.271211,0.139174,0.139174,0.139174,15.163161,,50.33653889,19.62256944,,Transit,Kepler-385,,1.126,6326,2014,1
WASP-41 b,b,0.939101,1.18,0.03,0.03,0.03,3.052404,0,-30.63986111,12.70791583,180.018,Transit,WASP-41,0.93,0.87,5545,2011,1
HD 190360 b,b,1.53512,,,,,2915.0369,0.313105,29.89808056,20.06026389,15.8579,RV,HD 190360,0.983,1.07528,5551.63,2003,1
HAT-P-13 c,c,14.2696,,,,,446.27,0.6616,47.35203611,8.658836944,202.02,RV,HAT-P-13,1.22,1.56,5653,2009,1
Kepler-304 c,c,0.0162325,0.193594,0.0133821,0.0133821,0.0133821,5.315946,,40.55758889,19.62945,,Transit,Kepler-304,,0.687,4731,2014,1
Kepler-303 b,b,0.00192504,0.0794005,0.0044607,0.0044607,0.0044607,1.937055,,43.65705,18.8757,,Transit,Kepler-303,,0.485,3944,2014,1
HD 37605 b,b,2.80174,,,,,55.01307,0.6767,6.061177778,5.667138889,43.9754,RV,HD 37605,1,0.916831,5448,2004,1
