STAR,MSINI,MSTAR,HIPP,V,VURL,VREF,TEFF,LOGG,DIST,BMV,J,H,VSINI,RHK,MASSREF,MASSURL,KS,SPECREF,SPECURL,BINARYREF,BINARYURL,NAME,OTHERNAME,COMP,HD,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA,DEC,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,MICROLENSING,IMAGING,TIMING,ASTROMETRY,PAR,GAMMA,PER,ECC,OM,K,T0,DVDT,I,A,MASS,SEP,TREND,LAMBDA,BIGOM,DEPTH,T14,TT,R,AR,B,DENSITY,GRAVITY,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH58,SEDEPTH80,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,FIRSTREF,FIRSTURL,ORBREF,ORBURL,RSTAR,RHOSTAR,FE,SHK,KP,JSNAME,EPEURL,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,EANAME,EAURL
,mjupiter,msun,,,,,k,,pc,,,,km/s,,,,,,,,,,,,,,,,,,,hr,deg,,,,,,,,,,,marcsec,km/s,day,,deg,m/s,jd,m/s/day,deg,au,mjupiter,au,,deg,deg,,day,,rjupiter,,,g/cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rsun,g/cm^3,,,,,,,,,,,
Kepler-481,,1.01,,,,,5802,4.36,713,,12.724,12.4,,,estimated from radius; see EOD documentation,,12.383,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-481 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.46046944406297,49.26205555597941,19:27:37.69,+49:15:43.4,,173.01,1,1,0,0,0,0,1.40252,,10.06082567,0,90,,,,,0.0915102,0.01966,0.0915102,0,,,0.00043681,0.190758,2454971.968,0.223,18.0936,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0209,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.09,,0.03,,13.844,,,,,,,Kepler-481 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-481+b&type=PLANET+HOST
HD 139357,10.0754,1.35,76311,5.977,,,4700,2.9,118.064,1.19,4.179,3.592,0,,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,3.406,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,,,HD 139357 b,,b,139357,5811,29583,,0,,,15.58783888869815,53.92213888910081,15:35:16.22,+53:55:19.70,,,0,1,0,0,0,0,8.47,,1125.7,0.1,235.4,161.2,2452466.7,,,2.34618,10.0754,2.34618,0,,,,,,,65.1273,,,0,0,,,,,0,,,,,,,,,,,14.14,,42,1,0,RV,RV,2009,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,7.76389,,-0.13,,,HD 139357,http://exoplanet.eu/star.php?st=HD+139357,,,HD 139357,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+139357,HD 139357 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+139357+b&type=PLANET+HOST
HD 1461,0.0240044,1.026,1499,6.6029,,,5765,4.37,23.245,0.674,5.329,5.041,1.6,-5.02,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,4.897,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,,,HD 1461 b,,b,1461,72,128690,9009,0,,,0.3115611108144124,-8.052649999989404,00:18:41.62,-08:03:09.54,,,0,1,0,0,0,0,43.02,-10.1577,5.7727,0.14,58,2.7,2450366.519,,,0.0635202,0.0240044,0.0635202,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,3.43,,164,1,0,RV,RV,2010,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,1.12553,,0.18,,,HD 1461,http://exoplanet.eu/star.php?st=HD+1461,,,HD 1461,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+1461,HD 1461 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+1461+b&type=PLANET+HOST
Kepler-1275,,1.23,,,,,6296,4.26,1280,,13.4,13.119,,,estimated from radius; see EOD documentation,,13.062,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1275 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.56669999999925,44.93244444423252,19:34:00.12,+44:55:56.8,,2552.01,1,1,0,0,0,0,0.78125,,3.65691115,0,90,,,,,0.0497719,0.0112658,0.0497719,0,,,0.000100601,0.08808,2454967.954,0.132,7.88729,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01003,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.36,,0.04,,14.46,,,,,,,Kepler-1275 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1275+b&type=PLANET+HOST
HAT-P-30,0.706657,1.242,,10.419,,,6304,4.36,193,0.451,9.442,9.22,2.2,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,9.151,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,,,HAT-P-30 b,WASP-51,b,,,,,0,,,8.263326667149862,5.836750000052982,08:15:47.976,+05:50:12.3,,,0,1,0,0,0,0,5.18135,,2.810595,0.035,252,88.1,2455454.91,,83.6,0.0419042,0.711088,0.0419042,0,73.5,,0.0128596,0.0887,2455456.46561,1.34,7.43299,0.854,0.37,2.99339,1,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,Johnson 2011,,,0,,,,,,,,,,,6.7,,11,1,0,Transit,Transit,2011,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,1.215,,0.13,,,HAT-P-30,http://exoplanet.eu/star.php?st=HAT-P-30,HAT-P-30 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-30&PLANET=b,BD+06 1909,http://simbad.harvard.edu/simbad/sim-id?Ident=BD%2B06+1909,HAT-P-30 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-30+b&type=PLANET+HOST
Kepler-1360,,1.51,,,,,6778,4.09,1405,,12.854,12.636,,,estimated from radius; see EOD documentation,,12.547,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1360 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,20.0229388888677,45.62322222232819,20:01:22.58,+45:37:23.6,,2830.01,1,1,0,0,0,0,0.711744,,40.5286413,0,90,,,,,0.264915,0.0347934,0.264915,0,,,0.000303456,0.43858,2455001.029,0.303,31.1988,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01742,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.83,,0.06,,13.913,,,,,,,Kepler-1360 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1360+b&type=PLANET+HOST
Kepler-901,,0.59,,,,,4184,4.7,241,,12.753,12.096,,,estimated from radius; see EOD documentation,,11.907,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-901 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.41019722196791,40.8875,19:24:36.71,+40:53:15.0,,1588.01,1,1,0,0,0,0,4.14938,,3.51749439,0,90,,,,,0.0379647,0.00866602,0.0379647,0,,,0.000468722,0.061862,2454968.547,0.122,14.3545,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02165,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.57,,-0.3,,14.699,,,,,,,Kepler-901 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-901+b&type=PLANET+HOST
Kepler-234,,,,,,,6224,4.421,,,14.387,14.1,,,estimated from radius; see EOD documentation,,14.06,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-234 b,KOI-800,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.44356944402059,38.49466111077203,19:26:36.85,+38:29:40.78,,800.01,1,1,0,0,0,0,,,2.711506,,90,,2455003.03513,,,0.0380552,0.0425085,0.0380552,0,,,,0.132292,2455003.03513,0.330092,7.36886,0.85,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.113,,,,,Kepler-234,http://exoplanet.eu/star.php?st=Kepler-234,,,Kepler-234,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-234,Kepler-234 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-234+b&type=PLANET+HOST
Kepler-37,0.00958399,0.803,,9.77,,,5417,4.5667,66,0.68,8.356,8,1.1,,Calculated from MSINI and I,,7.942,Barclay,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Kepler-37 b,KOI-245,b,,,,,0,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Barclay 2013,18.93730722215441,44.51813888894187,18:56:14.306,+44:31:05.3,,245.03,1,1,0,0,0,0,15.1515,,13.367308,0,90,0.95,2455017.03271,,88.63,0.102457,0.00958673,0.102457,0,,,0.0000119,0.126687,2455017.03271,0.0270078,28.677,0.71,645.278,4.55299,1,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Barclay 2013,,0.0036,0,,Predicted,,,,,,,,,,0.95,,3,1,Transit,Transit,2013,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,0.77,2.458,-0.32,,9.701,,,,,KOI-245,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-245,Kepler-37 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-37+b&type=PLANET+HOST
HD 8535,0.682196,1.13,6511,7.72,,,6136,4.46,52.5486,0.553,6.735,6.449,1.41,-4.95,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,6.354,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,,,HD 8535 b,2MASS J01233723-4116113,b,8535,,215484,,0,,,1.393663888507419,-41.26963055557675,01:23:37.19,-41:16:10.67,,,0,1,0,0,0,0,19.03,,1313,0.15,61,11.8,2454537,,,2.4447,0.682196,2.4447,0,,,,,,,504.814,,,,0,,,,,0,,,,,,,,,,,2.49,2.48,45,1,0,RV,RV,2010,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,1.0437,,0.06,,,HD 8535,http://exoplanet.eu/star.php?st=HD+8535,,,HD 8535,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+8535,HD 8535 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+8535+b&type=PLANET+HOST
Kepler-1619,,1,,,,,5852,4.44,520,,12.232,11.888,,,estimated from radius; see EOD documentation,,11.858,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1619 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.04689722273085,44.42200000021192,19:02:48.83,+44:25:19.2,,4693.01,1,1,0,0,0,0,1.92308,,23.6225913,0,90,,,,,0.161123,0.00111394,0.161123,0,,,0.00004761,0.27267,2454979.96,0.068,34.7248,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0069,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,,-0.07,,13.341,,,,,,,Kepler-1619 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1619+b&type=PLANET+HOST
Kepler-1473,,1.09,,,,,6046,4.4,625,,12.346,12.103,,,estimated from radius; see EOD documentation,,12.009,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1473 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.37577222188314,48.99608333375719,19:22:32.78,+48:59:45.9,,3346.01,1,1,0,0,0,0,1.6,,14.4273551,0,90,,,,,0.119364,0.0053608,0.119364,0,,,0.000102414,0.1621,2454971.841,0.106,23.6009,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01012,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.09,,-0.01,,13.359,,,,,,,Kepler-1473 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1473+b&type=PLANET+HOST
HAT-P-28,0.627451,1.025,,13.03,,,5680,4.36,394.999,0.37,11.561,11.206,0.2,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,11.104,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,,,HAT-P-28 b,2MASS J00520018+3443422,b,,,,,0,,,0.8667183333345586,34.72838888910082,00:52:00.186,+34:43:42.2,,,0,1,0,0,0,0,2.53165,,3.257215,0.051,233,84.7,2455415.602,,88,0.0433674,0.627833,0.0433674,0,,,0.012769,0.1341,2455417.59832,1.212,8.47364,0.299,0.44,3.02639,1,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,,,0,,,,,,,,,,,16.1,,19,1,0,Transit,Transit,2011,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,1.103,,0.12,0.157,,HAT-P-28,http://exoplanet.eu/star.php?st=HAT-P-28,HAT-P-28 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-28&PLANET=b,GSC 02284-00503,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+02284-00503,HAT-P-28 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-28+b&type=PLANET+HOST
Kepler-474,,0.99,,,,,5785,4.36,568,,12.306,11.969,,,estimated from radius; see EOD documentation,,11.91,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-474 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.48809999995762,43.88116666687859,19:29:17.16,+43:52:52.2,,155.01,1,1,0,0,0,0,1.76056,,5.66067294,0,90,,,,,0.0619532,0.0279233,0.0619532,0,,,0.000671328,0.194675,2454970.416,0.273,12.3629,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02591,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.08,,-0.01,,13.494,,,,,,,Kepler-474 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-474+b&type=PLANET+HOST
HD 4203,2.08215,1.13,3502,8.7,,,5701.69,4.36144,77.2201,0.771,7.389,7.115,1.22743,-5.17818,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,7.047,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,,,HD 4203 b,2MASS J00444118+2026563,b,4203,,74235,,0,,,0.7447555552588568,20.44922777811686,00:44:41.12,+20:26:57.22,,,0,1,0,0,0,0,12.95,-14.0917,431.88,0.519,329.1,60.3,2451918.9,-0.011992,,1.16537,2.08215,1.16537,1,,,,,,,216.919,,,0,0,,,,,0,,,,,,,,,,,4.1,0.64,23,1,0,RV,RV,2002,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.15783,,0.452632,0.135595,,HD 4203,http://exoplanet.eu/star.php?st=HD+4203,,,HD 4203,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4203,HD 4203 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+4203+b&type=PLANET+HOST
HD 102956,0.951497,1.68,57820,8.02,,,5054,3.5,126.263,0.971,6.214,5.767,0.3,-5.09,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.663,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J,,,HD 102956 b,2MASS J11512253+5738267,b,102956,,28161,,0,,,11.85625555568271,57.64077777756585,11:51:22.52,+57:38:26.80,,,0,1,0,0,0,0,7.92,-26.0249,6.4948,0.048,12,73.4,2455352.26,,,0.0810025,0.951497,0.0810025,0,,,,,,,5.09098,,,,0,,,,,0,,,,,,,,,,,6,1.69,27,1,0,RV,RV,2010,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J,3.42909,,0.19,,,HD 102956,http://exoplanet.eu/star.php?st=HD+102956,,,HD 102956,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+102956,HD 102956 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+102956+b&type=PLANET+HOST
WTS-2,1.11131,0.82,,,,,5000,4.5,1000,,13.92,13.46,2.2,,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,13.41,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,WTS-2 b,2MASS J19345587+3648557,b,,,,,0,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,19.5821863884396,36.81527777777777,19:34:55.871,+36:48:55.,,,0,1,0,0,0,0,1,-20.026,1.0187074,0,,256,2454317.81264,,83.43,0.0185537,1.12,0.0185537,0,,,0.0308,0.0632992,,1.3,5.25447,0.597,0.63,3.21723,1,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,,0.1755,0,,Predicted,,,,,,,,,,457.8,,1,0,Transit,Transit,2014,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,0.761,2.62,0.2,,,WTS-2 b,http://exoplanet.eu/star.php?st=WTS-2+b,,,KIC 1173581,http://simbad.harvard.edu/simbad/sim-id?Ident=KIC+1173581,WTS-2 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WTS-2+b&type=PLANET+HOST
Kepler-1147,,1.09,,,,,5941,4.36,1476,,14.179,13.891,,,estimated from radius; see EOD documentation,,13.877,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1147 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.50316944440206,41.64294444402059,19:30:11.41,+41:38:34.6,,2221.01,1,1,0,0,0,0,0.677507,,10.62784997,0,90,,,,,0.0973596,0.0210409,0.0973596,0,,,0.000430563,0.20888,2454970.822,0.233,18.4059,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02075,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.14,,0.11,,15.401,,,,,,,Kepler-1147 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1147+b&type=PLANET+HOST
Kepler-1083,,0.81,,,,,5049,4.58,912,,14.386,13.932,,,estimated from radius; see EOD documentation,,13.815,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1083 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,18.87746388859219,45.19830555597941,18:52:38.87,+45:11:53.9,,2074.01,1,1,0,0,0,0,1.09649,,33.4177993,0,90,,,,,0.189272,0.0340314,0.189272,0,,,0.00156183,0.18954,2454988.589,0.3,52.9759,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03952,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.77,,-0.02,,15.824,,,,,,,Kepler-1083 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1083+b&type=PLANET+HOST
Kepler-1589,,1.18,,,,,6166,4.32,1418,,13.859,13.549,,,estimated from radius; see EOD documentation,,13.544,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1589 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.62945277743869,40.57169444455041,19:37:46.03,+40:34:18.1,,4327.01,1,1,0,0,0,0,0.705219,,0.99166527,0,90,,,,,0.0205657,0.00392895,0.0205657,0,,,0.0000662596,0.09908,2454964.535,0.097,3.54581,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00814,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.25,,0.08,,14.978,,,,,,,Kepler-1589 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1589+b&type=PLANET+HOST
Fomalhaut,,1.92,113368,1.16,,,8590,,7.704,0.09,1.037,0.937,,,Chiang 2009,http://adsabs.harvard.edu/abs/2009ApJ...693..734C,0.945,,,,,Fomalhaut b,alpha PsA,b,216956,8728,191524,,0,,,22.96078611161974,-29.62183611128065,22:57:38.83,-29:37:18.61,,,0,0,0,1,0,0,129.803,,318498,0.12,,,,,,113.443,0.5,113.443,0,,,,,,,,,,,0,,,,,0,,Predicted,,,,,,,,,,,,1,0,Imaging,Imaging,2008,Kalas 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1345K,,,1.842,,,,,Fomalhaut,http://exoplanet.eu/star.php?st=Fomalhaut,,,Fomalhaut,http://simbad.harvard.edu/simbad/sim-id?Ident=Fomalhaut,Fomalhaut b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Fomalhaut+b&type=PLANET+HOST
GJ 176,0.0259969,0.49,21932,9.97,,,,,9.27386,1.51,6.462,5.824,0,,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.607,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F,,,GJ 176 b,,b,285968,,,176,0,,,4.715380555258857,18.96088055504693,04:42:55.37,+18:57:39.17,,,0,1,0,0,0,0,107.83,26.2442,8.7832,0,0,4.12,2454399.79,,,0.0656822,0.0259969,0.0656822,0,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,2.5,6.05,,1,0,RV,RV,2009,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F,,,-0.1,,,HD 285968,http://exoplanet.eu/star.php?st=HD+285968,,,GJ 176,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+176,GJ 176 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=GJ+176+b&type=PLANET+HOST
Kepler-873,,1.18,,,,,6163,4.29,1397,,13.728,13.474,,,estimated from radius; see EOD documentation,,13.439,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-873 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.76021388901605,51.2713333331214,19:45:36.77,+51:16:16.8,,1516.01,1,1,0,0,0,0,0.71582,,20.5533844,0,90,,,,,0.155175,0.0440759,0.155175,0,,,0.000716098,0.21245,2454972.558,0.335,26.333,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02676,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.27,,0.07,,14.829,,,,,,,Kepler-873 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-873+b&type=PLANET+HOST
